typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,country,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,imports,legacyEstimationFlag,isReported,isAggregate,gdp
C,A,20060101,2006,52,2006,50,BGD,Bangladesh,M,Import,428,LVA,Latvia,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,174313,,174313,0,TRUE,FALSE,20434922247
C,A,20060101,2006,52,2006,50,BGD,Bangladesh,M,Import,442,LUX,Luxembourg,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,269677,,269677,0,TRUE,FALSE,42910146296
C,A,20060101,2006,52,2006,50,BGD,Bangladesh,M,Import,470,MLT,Malta,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,70142,,70142,0,TRUE,FALSE,6749838806
C,A,20060101,2006,52,2006,50,BGD,Bangladesh,M,Import,528,NLD,Netherlands,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,50728276,,50728276,0,TRUE,FALSE,7.38E+11
C,A,20060101,2006,52,2006,50,BGD,Bangladesh,M,Import,616,POL,Poland,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,24044941,,24044941,0,TRUE,FALSE,3.46E+11
C,A,20060101,2006,52,2006,50,BGD,Bangladesh,M,Import,620,PRT,Portugal,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,3046519,,3046519,0,TRUE,FALSE,2.09E+11
C,A,20060101,2006,52,2006,50,BGD,Bangladesh,M,Import,642,ROU,Romania,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,35636503,,35636503,0,TRUE,FALSE,1.22E+11
C,A,20060101,2006,52,2006,50,BGD,Bangladesh,M,Import,703,SVK,Slovakia,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,822818,,822818,0,TRUE,FALSE,70751813443
C,A,20060101,2006,52,2006,50,BGD,Bangladesh,M,Import,705,SVN,Slovenia,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,817341,,817341,0,TRUE,FALSE,39260368837
C,A,20060101,2006,52,2006,50,BGD,Bangladesh,M,Import,724,ESP,Spain,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,92879469,,92879469,0,TRUE,FALSE,1.26E+12
C,A,20060101,2006,52,2006,50,BGD,Bangladesh,M,Import,752,SWE,Sweden,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,242095345,,242095345,0,TRUE,FALSE,4.23E+11
